"Year","Round","HomeSeed","HomeTeam","HomeScore","AwaySeed","AwayTeam","AwayScore"
"2008","First Round","2","Duke","71","15","Belmont","70"
"2008","First Round","1","Kansas","85","16","Portland State","61"
"2008","First Round","5","Michigan State","72","12","Temple","61"
"2008","First Round","5","Notre Dame","68","12","George Mason","50"
"2008","First Round","1","UCLA","70","16","Mississippi Valley State","29"
"2008","First Round","8","UNLV","71","9","Kent State","58"
"2008","First Round","6","Marquette","74","11","Kentucky","66"
"2008","First Round","6","Purdue","90","11","Baylor","79"
"2008","First Round","6","Southern California","67","11","Kansas State","80"
"2008","Play-In","16","Mount St. Mary's","69","16","Coppin State","60"
"2007","National Championship","1","Florida","84","1","Ohio State","75"
"2007","Final Four","2","Georgetown","60","1","Ohio State","67"
"2007","Final Four","1","Florida","76","2","UCLA","66"
"2007","Elite Eight","1","North Carolina","84","2","Georgetown","96"
"2007","Elite Eight","1","Florida","85","3","Oregon","77"
"2007","Elite Eight","1","Ohio State","92","2","Memphis","76"
"2007","Elite Eight","1","Kansas","55","2","UCLA","68"
"2007","Sweet 16","6","Vanderbilt","65","2","Georgetown","66"
"2007","Sweet 16","1","North Carolina","74","5","Southern California","64"
"2007","Sweet 16","3","Oregon","76","7","UNLV","72"
"2007","Sweet 16","1","Florida","65","5","Butler","57"
"2007","Sweet 16","1","Kansas","61","4","Southern Illinois","58"
"2007","Sweet 16","3","Texas A&M","64","2","Memphis","65"
"2007","Sweet 16","1","Ohio State","85","5","Tennessee","84"
"2007","Sweet 16","3","Pittsburgh","55","2","UCLA","64"
"2007","Second Round","7","UNLV","74","2","Wisconsin","68"
"2007","Second Round","5","Southern California","87","4","Texas","68"
"2007","Second Round","5","Tennessee","77","4","Virginia","74"
"2007","Second Round","11","Winthrop","61","3","Oregon","75"
"2007","Second Round","1","Kansas","88","8","Kentucky","76"
"2007","Second Round","5","Virginia Tech","48","4","Southern Illinois","63"
"2007","Second Round","1","Florida","74","9","Purdue","67"
"2007","Second Round","7","Nevada","62","2","Memphis","78"
"2007","Second Round","5","Butler","62","4","Maryland","59"
"2007","Second Round","1","Ohio State","78","9","Xavier","71"
"2007","Second Round","6","Louisville","69","3","Texas A&M","72"
"2007","Second Round","1","North Carolina","81","9","Michigan State","67"
"2007","Second Round","7","Indiana","49","2","UCLA","54"
"2007","Second Round","6","Vanderbilt","78","3","Washington State","74"
"2007","Second Round","11","Virginia Commonwealth","79","3","Pittsburgh","84"
"2007","Second Round","7","Boston College","55","2","Georgetown","62"
"2007","First Round","1","Florida","112","16","Jackson State","69"
"2007","First Round","5","Tennessee","121","12","Long Beach State","86"
"2007","First Round","4","Texas","79","13","New Mexico State","67"
"2007","First Round","4","Virginia","84","13","Albany (N.Y.)","57"
"2007","First Round","7","Nevada","77","10","Creighton","71"
"2007","First Round","2","Memphis","73","15","North Texas","58"
"2007","First Round","3","Oregon","58","14","Miami (Ohio)","56"
"2007","First Round","7","UNLV","67","10","Georgia Tech","63"
"2007","First Round","2","Wisconsin","76","15","Texas A&M-Corpus Christi","63"
"2007","First Round","8","Arizona","63","9","Purdue","72"
"2007","First Round","6","Notre Dame","64","11","Winthrop","74"
"2007","First Round","1","Kansas","107","16","Niagara","67"
"2007","First Round","8","Kentucky","67","9","Villanova","58"
"2007","First Round","5","Virginia Tech","54","12","Illinois","52"
"2007","First Round","5","Southern California","77","12","Arkansas","60"
"2007","First Round","4","Southern Illinois","61","13","Holy Cross","51"
"2007","First Round","2","UCLA","70","15","Weber State","42"
"2007","First Round","3","Texas A&M","68","14","Penn","52"
"2007","First Round","3","Pittsburgh","79","14","Wright State","58"
"2007","First Round","6","Vanderbilt","77","11","George Washington","44"
"2007","First Round","1","North Carolina","86","16","Eastern Kentucky","65"
"2007","First Round","2","Georgetown","80","15","Belmont","55"
"2007","First Round","6","Duke","77","11","Virginia Commonwealth","79"
"2007","First Round","8","Brigham Young","77","9","Xavier","79"
"2007","First Round","4","Maryland","82","13","Davidson","70"
"2007","First Round","5","Butler","57","12","Old Dominion","46"
"2007","First Round","3","Washington State","70","14","Oral Roberts","54"
"2007","First Round","8","Marquette","49","9","Michigan State","61"
"2007","First Round","7","Boston College","84","10","Texas Tech","75"
"2007","First Round","1","Ohio State","78","16","Central Connecticut State","57"
"2007","First Round","7","Indiana","70","10","Gonzaga","57"
"2007","First Round","6","Louisville","78","11","Stanford","58"
"2007","Play-In","16","Niagara","77","16","Florida A&M","69"
"2006","National Championship","2","UCLA","57","3","Florida","73"
"2006","Final Four","4","LSU","45","2","UCLA","59"
"2006","Final Four","11","George Mason","58","3","Florida","73"
"2006","Elite Eight","1","Villanova","62","3","Florida","75"
"2006","Elite Eight","1","Connecticut","84","11","George Mason","86"
"2006","Elite Eight","1","Memphis","45","2","UCLA","50"
"2006","Elite Eight","4","LSU","70","2","Texas","60"
"2006","Sweet 16","1","Villanova","60","4","Boston College","59"
"2006","Sweet 16","3","Florida","57","7","Georgetown","53"
"2006","Sweet 16","11","George Mason","63","7","Wichita State","55"
"2006","Sweet 16","1","Connecticut","98","5","Washington","92"
"2006","Sweet 16","3","Gonzaga","71","2","UCLA","73"
"2006","Sweet 16","1","Duke","54","4","LSU","62"
"2006","Sweet 16","6","West Virginia","71","2","Texas","74"
"2006","Sweet 16","1","Memphis","80","13","Bradley","64"
"2006","Second Round","1","Memphis","72","9","Bucknell","56"
"2006","Second Round","6","West Virginia","67","14","Northwestern State","54"
"2006","Second Round","7","Georgetown","70","2","Ohio State","52"
"2006","Second Round","1","Villanova","82","8","Arizona","78"
"2006","Second Round","11","George Mason","65","3","North Carolina","60"
"2006","Second Round","1","Connecticut","87","8","Kentucky","83"
"2006","Second Round","5","Pittsburgh","66","13","Bradley","72"
"2006","Second Round","10","North Carolina State","54","2","Texas","75"
"2006","Second Round","11","Milwaukee","60","3","Florida","82"
"2006","Second Round","12","Texas A&M","57","4","LSU","58"
"2006","Second Round","1","Duke","70","8","George Washington","64"
"2006","Second Round","12","Montana","56","4","Boston College","69"
"2006","Second Round","5","Washington","67","4","Illinois","64"
"2006","Second Round","7","Wichita State","80","2","Tennessee","73"
"2006","Second Round","10","Alabama","59","2","UCLA","62"
"2006","Second Round","6","Indiana","80","3","Gonzaga","90"
"2006","First Round","3","Iowa","63","14","Northwestern State","64"
"2006","First Round","1","Connecticut","72","16","Albany (N.Y.)","59"
"2006","First Round","7","Georgetown","54","10","Northern Iowa","49"
"2006","First Round","2","Ohio State","70","15","Davidson","62"
"2006","First Round","8","Arkansas","55","9","Bucknell","59"
"2006","First Round","1","Memphis","94","16","Oral Roberts","78"
"2006","First Round","2","Texas","60","15","Penn","52"
"2006","First Round","6","West Virginia","64","11","Southern Illinois","46"
"2006","First Round","8","Kentucky","72","9","Alabama-Birmingham","59"
"2006","First Round","6","Michigan State","65","11","George Mason","75"
"2006","First Round","3","North Carolina","69","14","Murray St.","65"
"2006","First Round","4","Kansas","73","13","Bradley","77"
"2006","First Round","5","Pittsburgh","79","12","Kent State","64"
"2006","First Round","1","Villanova","58","16","Monmouth","45"
"2006","First Round","8","Arizona","94","9","Wisconsin","75"
"2006","First Round","7","California","52","10","North Carolina State","58"
"2006","First Round","4","LSU","80","13","Iona","64"
"2006","First Round","2","UCLA","78","15","Belmont","44"
"2006","First Round","7","Marquette","85","10","Alabama","90"
"2006","First Round","4","Illinois","78","13","Air Force","69"
"2006","First Round","5","Nevada","79","12","Montana","87"
"2006","First Round","3","Gonzaga","79","14","Xavier","75"
"2006","First Round","5","Syracuse","58","12","Texas A&M","66"
"2006","First Round","8","George Washington","88","9","UNC Wilmington","85"
"2006","First Round","1","Duke","70","16","Southern","54"
"2006","First Round","5","Washington","75","12","Utah State","61"
"2006","First Round","7","Wichita State","86","10","Seton Hall","66"
"2006","First Round","2","Tennessee","63","15","Winthrop","61"
"2006","First Round","4","Boston College","88","13","Pacific","76"
"2006","First Round","6","Oklahoma","74","11","Milwaukee","82"
"2006","First Round","3","Florida","76","14","South Alabama","50"
"2006","First Round","6","Indiana","87","11","San Diego State","83"
"2006","Play-In","16","Monmouth","71","16","Hampton","49"
"2005","National Championship","1","Illinois","70","1","North Carolina","75"
"2005","Final Four","1","North Carolina","87","5","Michigan State","71"
"2005","Final Four","1","Illinois","75","4","Louisville","58"
"2005","Elite Eight","5","Michigan State","94","2","Kentucky","88"
"2005","Elite Eight","1","North Carolina","88","6","Wisconsin","82"
"2005","Elite Eight","4","Louisville","93","7","West Virginia","85"
"2005","Elite Eight","1","Illinois","90","3","Arizona","89"
"2005","Sweet 16","6","Utah","52","2","Kentucky","62"
"2005","Sweet 16","1","North Carolina","67","5","Villanova","66"
"2005","Sweet 16","6","Wisconsin","65","10","North Carolina State","56"
"2005","Sweet 16","1","Duke","68","5","Michigan State","78"
"2005","Sweet 16","3","Arizona","79","2","Oklahoma State","78"
"2005","Sweet 16","6","Texas Tech","60","7","West Virginia","65"
"2005","Sweet 16","1","Illinois","77","12","Milwaukee","63"
"2005","Sweet 16","1","Washington","79","4","Louisville","93"
"2005","Second Round","1","North Carolina","92","9","Iowa State","65"
"2005","Second Round","5","Villanova","76","4","Florida","65"
"2005","Second Round","6","Wisconsin","71","14","Bucknell","62"
"2005","Second Round","5","Michigan State","72","13","Vermont","61"
"2005","Second Round","10","North Carolina State","65","2","Connecticut","62"
"2005","Second Round","7","Southern Illinois","77","2","Oklahoma State","85"
"2005","Second Round","1","Duke","63","9","Mississippi State","55"
"2005","Second Round","5","Georgia Tech","54","4","Louisville","76"
"2005","Second Round","11","Alabama-Birmingham","63","3","Arizona","85"
"2005","Second Round","7","West Virginia","111","2","Wake Forest","105"
"2005","Second Round","12","Milwaukee","85","4","Boston College","63"
"2005","Second Round","6","Texas Tech","71","3","Gonzaga","69"
"2005","Second Round","7","Cincinnati","60","2","Kentucky","69"
"2005","Second Round","6","Utah","67","3","Oklahoma","58"
"2005","Second Round","1","Illinois","71","9","Nevada","59"
"2005","Second Round","1","Washington","97","8","Pacific","79"
"2005","First Round","7","Southern Illinois","65","10","St. Mary's (Cal.)","56"
"2005","First Round","5","Michigan State","89","12","Old Dominion","81"
"2005","First Round","8","Stanford","70","9","Mississippi State","93"
"2005","First Round","1","Duke","57","16","Delaware State","46"
"2005","First Round","2","Connecticut","77","15","Central Florida","71"
"2005","First Round","7","Charlotte","63","10","North Carolina State","75"
"2005","First Round","3","Kansas","63","14","Bucknell","64"
"2005","First Round","4","Syracuse","57","13","Vermont","60"
"2005","First Round","1","North Carolina","96","16","Oakland","68"
"2005","First Round","2","Wake Forest","70","15","Chattanooga","54"
"2005","First Round","4","Louisville","68","13","Louisiana-Lafayette","62"
"2005","First Round","6","Wisconsin","57","11","Northern Iowa","52"
"2005","First Round","5","Georgia Tech","80","12","George Washington","68"
"2005","First Round","4","Florida","67","13","Ohio","62"
"2005","First Round","5","Villanova","55","12","New Mexico","47"
"2005","First Round","2","Oklahoma State","63","15","Southeastern Louisiana","50"
"2005","First Round","8","Minnesota","53","9","Iowa State","64"
"2005","First Round","8","Pacific","79","9","Pittsburgh","71"
"2005","First Round","8","Texas","57","9","Nevada","61"
"2005","First Round","6","Utah","60","11","UTEP","54"
"2005","First Round","1","Illinois","67","16","Fairleigh Dickinson","55"
"2005","First Round","6","Texas Tech","78","11","UCLA","66"
"2005","First Round","4","Boston College","85","13","Penn","65"
"2005","First Round","3","Gonzaga","74","14","Winthrop","64"
"2005","First Round","7","West Virginia","63","10","Creighton","61"
"2005","First Round","5","Alabama","73","12","Milwaukee","83"
"2005","First Round","1","Washington","88","16","Montana","77"
"2005","First Round","2","Kentucky","72","15","Eastern Kentucky","64"
"2005","First Round","6","LSU","68","11","Alabama-Birmingham","82"
"2005","First Round","3","Arizona","66","14","Utah State","53"
"2005","First Round","7","Cincinnati","76","10","Iowa","64"
"2005","First Round","3","Oklahoma","84","14","Niagara","67"
"2005","Play-In","16","Oakland","79","16","Alabama A&M","69"
"2004","National Championship","3","Georgia Tech","73","2","Connecticut","82"
"2004","Final Four","3","Georgia Tech","67","2","Oklahoma State","65"
"2004","Final Four","1","Duke","78","2","Connecticut","79"
"2004","Elite Eight","1","Duke","66","7","Xavier","63"
"2004","Elite Eight","4","Kansas","71","3","Georgia Tech","79"
"2004","Elite Eight","8","Alabama","71","2","Connecticut","87"
"2004","Elite Eight","1","St. Joseph's","62","2","Oklahoma State","64"
"2004","Sweet 16","9","Alabama-Birmingham","74","4","Kansas","100"
"2004","Sweet 16","3","Texas","71","7","Xavier","79"
"2004","Sweet 16","1","Duke","72","5","Illinois","62"
"2004","Sweet 16","3","Georgia Tech","72","10","Nevada","67"
"2004","Sweet 16","6","Vanderbilt","53","2","Connecticut","73"
"2004","Sweet 16","8","Alabama","80","5","Syracuse","71"
"2004","Sweet 16","3","Pittsburgh","51","2","Oklahoma State","63"
"2004","Sweet 16","1","St. Joseph's","84","4","Wake Forest","80"
"2004","Second Round","6","Boston College","54","3","Georgia Tech","57"
"2004","Second Round","6","Vanderbilt","75","3","North Carolina State","73"
"2004","Second Round","7","Xavier","89","2","Mississippi State","74"
"2004","Second Round","5","Illinois","92","4","Cincinnati","68"
"2004","Second Round","7","Memphis","53","2","Oklahoma State","70"
"2004","Second Round","6","Wisconsin","55","3","Pittsburgh","59"
"2004","Second Round","12","Pacific","63","4","Kansas","78"
"2004","Second Round","1","Kentucky","75","9","Alabama-Birmingham","76"
"2004","Second Round","10","Nevada","91","2","Gonzaga","72"
"2004","Second Round","1","Duke","90","8","Seton Hall","62"
"2004","Second Round","7","DePaul","55","2","Connecticut","72"
"2004","Second Round","12","Manhattan","80","4","Wake Forest","84"
"2004","Second Round","5","Syracuse","72","4","Maryland","70"
"2004","Second Round","1","Stanford","67","8","Alabama","70"
"2004","Second Round","1","St. Joseph's","70","8","Texas Tech","65"
"2004","Second Round","6","North Carolina","75","3","Texas","78"
"2004","First Round","6","Vanderbilt","71","11","Western Michigan","58"
"2004","First Round","1","Kentucky","96","16","Florida A&M","76"
"2004","First Round","2","Mississippi State","80","15","Monmouth","70"
"2004","First Round","6","Wisconsin","76","11","Richmond","64"
"2004","First Round","5","Illinois","72","12","Murray St.","53"
"2004","First Round","6","Boston College","58","11","Utah","51"
"2004","First Round","4","Kansas","78","13","Illinois-Chicago","53"
"2004","First Round","2","Oklahoma State","75","15","Eastern Washington","56"
"2004","First Round","5","Providence","58","12","Pacific","66"
"2004","First Round","8","Washington","100","9","Alabama-Birmingham","102"
"2004","First Round","3","Texas","80","14","Princeton","70"
"2004","First Round","4","Cincinnati","80","13","East Tennessee State","77"
"2004","First Round","7","Xavier","80","10","Louisville","70"
"2004","First Round","3","Georgia Tech","65","14","Northern Iowa","60"
"2004","First Round","7","Memphis","59","10","South Carolina","43"
"2004","First Round","3","Pittsburgh","53","14","Central Florida","44"
"2004","First Round","7","DePaul","76","10","Dayton","69"
"2004","First Round","3","North Carolina State","62","14","Louisiana-Lafayette","52"
"2004","First Round","6","North Carolina","63","11","Air Force","52"
"2004","First Round","8","Seton Hall","80","9","Arizona","76"
"2004","First Round","1","Stanford","71","16","Texas-San Antonio","45"
"2004","First Round","8","Alabama","65","9","Southern Illinois","64"
"2004","First Round","5","Syracuse","80","12","Brigham Young","75"
"2004","First Round","1","Duke","96","16","Alabama State","61"
"2004","First Round","4","Maryland","86","13","UTEP","83"
"2004","First Round","4","Wake Forest","79","13","Virginia Commonwealth","78"
"2004","First Round","5","Florida","60","12","Manhattan","75"
"2004","First Round","8","Texas Tech","76","9","Charlotte","73"
"2004","First Round","1","St. Joseph's","82","16","Liberty","63"
"2004","First Round","2","Gonzaga","76","15","Valparaiso","49"
"2004","First Round","7","Michigan State","66","10","Nevada","72"
"2004","First Round","2","Connecticut","70","15","Vermont","53"
"2004","Play-In","16","Florida A&M","72","16","Lehigh","57"
"2003","National Championship","2","Kansas","78","3","Syracuse","81"
"2003","Final Four","1","Texas","84","3","Syracuse","95"
"2003","Final Four","3","Marquette","61","2","Kansas","94"
"2003","Elite Eight","1","Texas","85","7","Michigan State","76"
"2003","Elite Eight","1","Oklahoma","47","3","Syracuse","63"
"2003","Elite Eight","1","Arizona","75","2","Kansas","78"
"2003","Elite Eight","1","Kentucky","69","3","Marquette","83"
"2003","Sweet 16","6","Maryland","58","7","Michigan State","60"
"2003","Sweet 16","3","Syracuse","79","10","Auburn","78"
"2003","Sweet 16","1","Oklahoma","65","12","Butler","54"
"2003","Sweet 16","1","Texas","82","5","Connecticut","78"
"2003","Sweet 16","1","Arizona","88","5","Notre Dame","71"
"2003","Sweet 16","1","Kentucky","63","5","Wisconsin","57"
"2003","Sweet 16","3","Marquette","77","2","Pittsburgh","74"
"2003","Sweet 16","3","Duke","65","2","Kansas","69"
"2003","Second Round","5","Wisconsin","61","13","Tulsa","60"
"2003","Second Round","10","Auburn","68","2","Wake Forest","62"
"2003","Second Round","6","Oklahoma State","56","3","Syracuse","68"
"2003","Second Round","12","Butler","79","4","Louisville","71"
"2003","Second Round","7","Michigan State","68","2","Florida","46"
"2003","Second Round","6","Maryland","77","3","Xavier","64"
"2003","Second Round","1","Texas","77","9","Purdue","67"
"2003","Second Round","7","Indiana","52","2","Pittsburgh","74"
"2003","Second Round","11","Central Michigan","80","3","Duke","86"
"2003","Second Round","1","Kentucky","74","9","Utah","54"
"2003","Second Round","1","Arizona","96","9","Gonzaga","95"
"2003","Second Round","5","Notre Dame","68","4","Illinois","60"
"2003","Second Round","10","Arizona State","76","2","Kansas","108"
"2003","Second Round","5","Connecticut","84","4","Stanford","74"
"2003","Second Round","1","Oklahoma","74","8","California","65"
"2003","Second Round","6","Missouri","92","3","Marquette","101"
"2003","First Round","2","Pittsburgh","67","15","Wagner","62"
"2003","First Round","6","Maryland","75","11","UNC Wilmington","73"
"2003","First Round","7","Michigan State","79","10","Colorado","64"
"2003","First Round","8","Oregon","58","9","Utah","60"
"2003","First Round","1","Kentucky","95","16","IUPUI","64"
"2003","First Round","7","Indiana","67","10","Alabama","62"
"2003","First Round","8","LSU","56","9","Purdue","80"
"2003","First Round","5","Mississippi State","46","12","Butler","47"
"2003","First Round","1","Texas","82","16","UNC Asheville","61"
"2003","First Round","6","Oklahoma State","77","11","Penn","63"
"2003","First Round","3","Syracuse","77","14","Manhattan","63"
"2003","First Round","7","St. Joseph's","63","10","Auburn","65"
"2003","First Round","2","Wake Forest","76","15","East Tennessee State","73"
"2003","First Round","3","Xavier","71","14","Troy","59"
"2003","First Round","4","Louisville","86","13","Austin Peay","64"
"2003","First Round","2","Florida","85","15","Sam Houston State","55"
"2003","First Round","8","California","76","9","North Carolina State","74"
"2003","First Round","1","Oklahoma","71","16","South Carolina State","54"
"2003","First Round","1","Arizona","80","16","Vermont","51"
"2003","First Round","8","Cincinnati","69","9","Gonzaga","74"
"2003","First Round","5","Notre Dame","70","12","Milwaukee","69"
"2003","First Round","4","Illinois","65","13","Western Kentucky","60"
"2003","First Round","6","Creighton","73","11","Central Michigan","79"
"2003","First Round","3","Duke","67","14","Colorado State","57"
"2003","First Round","7","Memphis","71","10","Arizona State","84"
"2003","First Round","2","Kansas","64","15","Utah State","61"
"2003","First Round","5","Wisconsin","81","12","Weber State","74"
"2003","First Round","4","Dayton","71","13","Tulsa","84"
"2003","First Round","6","Missouri","72","11","Southern Illinois","71"
"2003","First Round","5","Connecticut","58","12","Brigham Young","53"
"2003","First Round","3","Marquette","72","14","Holy Cross","68"
"2003","First Round","4","Stanford","77","13","San Diego","69"
"2003","Play-In","16","UNC Asheville","92","16","Texas Southern","84"
